,sentiment,time,,,
554,negative,2017-10-25 16:01:40+00:00,,,
555,positive,2017-10-25 15:37:06+00:00,,,
556,positive,2017-10-25 15:02:06+00:00,,,
557,positive,2017-10-25 14:23:45+00:00,,,
558,positive,2017-10-25 14:10:15+00:00,,,
559,positive,2017-10-25 13:33:18+00:00,,,
560,negative,2017-10-25 13:04:32+00:00,,,
561,positive,2017-10-25 10:40:59+00:00,,,
562,neutral,2017-10-25 10:36:21+00:00,,,
563,positive,2017-10-25 09:26:02+00:00,,,
564,positive,2017-10-25 09:06:02+00:00,,,
565,neutral,2017-10-25 08:00:58+00:00,,,
566,positive,2017-10-25 07:06:05+00:00,,,
567,positive,2017-10-25 06:37:48+00:00,,,
568,neutral,2017-10-25 02:58:52+00:00,,,
569,positive,2017-10-25 02:27:33+00:00,,,
570,positive,2017-10-25 02:02:05+00:00,,,
571,neutral,2017-10-25 00:54:36+00:00,,,
572,positive,2017-10-25 00:45:32+00:00,,,
573,negative,2017-10-25 00:05:13+00:00,,,
574,positive,2017-10-24 22:02:10+00:00,,,
575,negative,2017-10-24 21:53:46+00:00,,,
576,neutral,2017-10-24 21:49:35+00:00,,,
577,positive,2017-10-24 20:42:28+00:00,,,
578,positive,2017-10-24 19:46:02+00:00,,,
579,positive,2017-10-24 19:09:25+00:00,,,
580,positive,2017-10-24 18:29:52+00:00,,,
581,positive,2017-10-24 17:49:53+00:00,,,
582,negative,2017-10-24 16:27:47+00:00,,,
583,positive,2017-10-24 16:00:45+00:00,,,
584,positive,2017-10-24 15:41:13+00:00,,,
585,positive,2017-10-24 15:22:16+00:00,,,
586,positive,2017-10-24 15:22:04+00:00,,,
587,positive,2017-10-24 15:08:18+00:00,,,
588,positive,2017-10-24 15:06:44+00:00,,,
589,positive,2017-10-24 14:47:57+00:00,,,
590,positive,2017-10-24 14:43:35+00:00,,,
591,neutral,2017-10-24 14:41:09+00:00,,,
592,negative,2017-10-24 14:31:06+00:00,,,
593,positive,2017-10-24 14:26:03+00:00,,,
594,neutral,2017-10-24 14:19:17+00:00,,,
595,positive,2017-10-24 13:59:28+00:00,,,
596,positive,2017-10-24 13:34:50+00:00,,,
597,positive,2017-10-24 13:25:30+00:00,,,
598,positive,2017-10-24 13:15:18+00:00,,,
599,neutral,2017-10-24 12:58:52+00:00,,,
600,negative,2017-10-24 12:03:50+00:00,,,
601,negative,2017-10-24 11:00:04+00:00,,,
602,positive,2017-10-24 10:30:11+00:00,,,
603,positive,2017-10-24 08:47:56+00:00,,,
604,positive,2017-10-24 07:42:24+00:00,,,
605,positive,2017-10-24 07:06:02+00:00,,,
606,positive,2017-10-24 04:40:28+00:00,,,
607,neutral,2017-10-24 04:31:52+00:00,,,
608,negative,2017-10-24 04:26:14+00:00,,,
609,positive,2017-10-24 03:38:13+00:00,,,
610,positive,2017-10-24 01:52:45+00:00,,,
611,positive,2017-10-24 01:19:49+00:00,,,
612,positive,2017-10-24 01:19:49+00:00,,,
613,negative,2017-10-24 01:19:49+00:00,,,
614,neutral,2017-10-23 21:57:16+00:00,,,
615,positive,2017-10-23 21:27:28+00:00,,,
616,negative,2017-10-23 21:20:50+00:00,,,
617,positive,2017-10-23 20:26:42+00:00,,,
618,positive,2017-10-23 20:16:20+00:00,,,
619,positive,2017-10-23 20:14:16+00:00,,,
620,positive,2017-10-23 20:08:58+00:00,,,
621,neutral,2017-10-23 20:07:41+00:00,,,
622,positive,2017-10-23 18:59:53+00:00,,,
623,positive,2017-10-23 17:25:58+00:00,,,
624,negative,2017-10-23 16:48:57+00:00,,,
625,positive,2017-10-23 16:46:40+00:00,,,
626,negative,2017-10-23 16:19:16+00:00,,,
627,positive,2017-10-23 15:48:48+00:00,,,
628,positive,2017-10-23 15:32:40+00:00,,,
629,neutral,2017-10-23 14:42:20+00:00,,,
630,positive,2017-10-23 14:19:35+00:00,,,
631,positive,2017-10-23 14:17:15+00:00,,,
632,positive,2017-10-23 14:14:49+00:00,,,
633,negative,2017-10-23 08:28:00+00:00,,,
634,positive,2017-10-23 04:02:53+00:00,,,
635,negative,2017-10-23 03:17:25+00:00,,,
636,positive,2017-10-23 02:21:43+00:00,,,
637,positive,2017-10-23 01:51:25+00:00,,,
638,neutral,2017-10-22 08:40:59+00:00,,,
639,neutral,2017-10-22 06:59:18+00:00,,,
640,negative,2017-10-22 06:55:31+00:00,,,
641,positive,2017-10-22 06:55:31+00:00,,,
642,positive,2017-10-22 06:49:02+00:00,,,
643,neutral,2017-10-22 02:14:29+00:00,,,
644,neutral,2017-10-21 23:02:06+00:00,,,
645,negative,2017-10-21 20:15:43+00:00,,,
646,positive,2017-10-21 15:39:47+00:00,,,
647,positive,2017-10-21 14:45:15+00:00,,,
648,negative,2017-10-21 13:26:25+00:00,,,
649,positive,2017-10-21 09:46:02+00:00,,,
650,negative,2017-10-21 07:06:03+00:00,,,
651,positive,2017-10-21 05:05:35+00:00,,,
652,neutral,2017-10-21 02:46:46+00:00,,,
653,neutral,2017-10-21 02:31:21+00:00,,,
654,neutral,2017-10-21 01:47:35+00:00,,,
655,positive,2017-10-20 23:18:01+00:00,,,
656,negative,2017-10-20 22:44:54+00:00,,,
657,negative,2017-10-20 22:32:41+00:00,,,
658,neutral,2017-10-20 22:21:00+00:00,,,
659,positive,2017-10-20 21:47:41+00:00,,,
660,neutral,2017-10-20 21:46:01+00:00,,,
661,neutral,2017-10-20 21:26:01+00:00,,,
662,negative,2017-10-20 21:01:00+00:00,,,
663,negative,2017-10-20 20:53:28+00:00,,,
664,negative,2017-10-20 20:43:22+00:00,,,
665,positive,2017-10-20 19:56:58+00:00,,,
666,positive,2017-10-20 19:05:09+00:00,,,
667,positive,2017-10-20 17:15:21+00:00,,,
668,positive,2017-10-20 16:20:07+00:00,,,
669,neutral,2017-10-20 16:01:08+00:00,,,
670,positive,2017-10-20 12:54:16+00:00,,,
671,negative,2017-10-20 12:24:54+00:00,,,
672,positive,2017-10-20 12:09:15+00:00,,,
673,positive,2017-10-20 08:58:54+00:00,,,
674,positive,2017-10-20 06:10:05+00:00,,,
675,positive,2017-10-20 05:41:40+00:00,,,
676,positive,2017-10-20 05:36:05+00:00,,,
677,positive,2017-10-20 05:01:16+00:00,,,
678,neutral,2017-10-20 04:21:11+00:00,,,
679,negative,2017-10-20 02:36:38+00:00,,,
680,positive,2017-10-19 23:40:42+00:00,,,
681,positive,2017-10-19 22:29:08+00:00,,,
682,positive,2017-10-19 21:58:57+00:00,,,
683,negative,2017-10-19 21:56:05+00:00,,,
684,neutral,2017-10-19 21:46:27+00:00,,,
685,positive,2017-10-19 21:38:57+00:00,,,
686,positive,2017-10-19 21:11:56+00:00,,,
687,positive,2017-10-19 21:06:30+00:00,,,
688,positive,2017-10-19 20:22:09+00:00,,,
689,neutral,2017-10-19 20:20:08+00:00,,,
690,neutral,2017-10-19 19:51:41+00:00,,,
691,positive,2017-10-19 19:41:25+00:00,,,
692,negative,2017-10-19 19:37:42+00:00,,,
693,positive,2017-10-19 19:32:34+00:00,,,
694,positive,2017-10-19 19:31:15+00:00,,,
695,neutral,2017-10-19 19:25:02+00:00,,,
696,positive,2017-10-19 19:16:39+00:00,,,
697,positive,2017-10-19 19:11:37+00:00,,,
698,negative,2017-10-19 18:59:02+00:00,,,
699,positive,2017-10-19 18:44:45+00:00,,,
700,negative,2017-10-19 18:26:13+00:00,,,
701,negative,2017-10-19 18:25:49+00:00,,,
702,neutral,2017-10-19 18:01:10+00:00,,,
703,positive,2017-10-19 17:00:00+00:00,,,
704,positive,2017-10-19 16:59:35+00:00,,,
705,negative,2017-10-19 16:54:36+00:00,,,
706,positive,2017-10-19 16:46:23+00:00,,,
707,negative,2017-10-19 16:34:46+00:00,,,
708,positive,2017-10-19 16:15:57+00:00,,,
709,negative,2017-10-19 15:42:42+00:00,,,
710,negative,2017-10-19 15:25:08+00:00,,,
711,positive,2017-10-19 15:19:33+00:00,,,
712,neutral,2017-10-19 14:48:14+00:00,,,
713,neutral,2017-10-19 14:47:00+00:00,,,
714,neutral,2017-10-19 14:29:37+00:00,,,
715,negative,2017-10-19 14:00:09+00:00,,,
716,negative,2017-10-19 13:50:40+00:00,,,
717,positive,2017-10-19 13:39:56+00:00,,,
718,positive,2017-10-19 13:18:15+00:00,,,
719,negative,2017-10-19 13:12:43+00:00,,,
720,negative,2017-10-19 13:11:56+00:00,,,
721,positive,2017-10-19 12:31:45+00:00,,,
722,positive,2017-10-19 12:11:22+00:00,,,
723,positive,2017-10-19 11:54:43+00:00,,,
724,negative,2017-10-19 11:53:57+00:00,,,
725,neutral,2017-10-19 11:36:02+00:00,,,
726,positive,2017-10-19 11:16:00+00:00,,,
727,positive,2017-10-19 11:14:33+00:00,,,
728,neutral,2017-10-19 09:51:33+00:00,,,
729,neutral,2017-10-19 09:45:43+00:00,,,
730,positive,2017-10-19 09:34:57+00:00,,,
731,positive,2017-10-19 05:30:41+00:00,,,
732,negative,2017-10-19 05:30:41+00:00,,,
733,positive,2017-10-19 04:23:50+00:00,,,
734,negative,2017-10-19 03:54:08+00:00,,,
735,positive,2017-10-19 03:27:22+00:00,,,
736,positive,2017-10-19 03:27:22+00:00,,,
737,positive,2017-10-19 03:01:04+00:00,,,
738,positive,2017-10-19 02:26:06+00:00,,,
739,negative,2017-10-19 01:31:49+00:00,,,
740,negative,2017-10-19 01:31:41+00:00,,,
741,negative,2017-10-19 00:53:24+00:00,,,
742,negative,2017-10-19 00:46:51+00:00,,,
743,positive,2017-10-18 21:06:06+00:00,,,
744,positive,2017-10-18 20:06:09+00:00,,,
745,positive,2017-10-18 19:55:13+00:00,,,
746,neutral,2017-10-18 19:24:28+00:00,,,
747,positive,2017-10-18 18:02:27+00:00,,,
748,neutral,2017-10-18 17:58:37+00:00,,,
749,positive,2017-10-18 16:38:07+00:00,,,
750,positive,2017-10-18 16:36:29+00:00,,,
751,negative,2017-10-18 16:10:52+00:00,,,
752,neutral,2017-10-18 15:46:02+00:00,,,
753,positive,2017-10-18 15:16:05+00:00,,,
754,positive,2017-10-18 14:52:14+00:00,,,
755,negative,2017-10-18 14:15:41+00:00,,,
756,negative,2017-10-18 14:13:06+00:00,,,
757,positive,2017-10-18 13:45:12+00:00,,,
758,positive,2017-10-18 13:45:12+00:00,,,
759,positive,2017-10-18 12:40:41+00:00,,,
760,positive,2017-10-18 10:40:32+00:00,,,
761,negative,2017-10-18 09:30:35+00:00,,,
762,positive,2017-10-18 07:35:30+00:00,,,
763,positive,2017-10-18 06:26:12+00:00,,,
764,negative,2017-10-18 05:01:06+00:00,,,
765,negative,2017-10-18 03:48:56+00:00,,,
766,positive,2017-10-18 03:40:36+00:00,,,
767,positive,2017-10-18 03:38:01+00:00,,,
768,positive,2017-10-18 02:15:11+00:00,,,
769,negative,2017-10-18 00:27:27+00:00,,,
770,negative,2017-10-17 23:32:21+00:00,,,
771,positive,2017-10-17 21:54:21+00:00,,,
772,positive,2017-10-17 21:16:16+00:00,,,
773,positive,2017-10-17 20:54:47+00:00,,,
774,positive,2017-10-17 20:40:46+00:00,,,
775,neutral,2017-10-17 20:28:16+00:00,,,
776,neutral,2017-10-17 20:18:31+00:00,,,
777,positive,2017-10-17 20:10:18+00:00,,,
778,neutral,2017-10-17 19:45:15+00:00,,,
779,positive,2017-10-17 18:54:07+00:00,,,
780,neutral,2017-10-17 18:48:38+00:00,,,
781,positive,2017-10-17 18:37:40+00:00,,,
782,positive,2017-10-17 18:13:39+00:00,,,
783,positive,2017-10-17 17:52:01+00:00,,,
784,positive,2017-10-17 17:50:53+00:00,,,
785,neutral,2017-10-17 16:48:02+00:00,,,
786,positive,2017-10-17 16:45:27+00:00,,,
787,positive,2017-10-17 14:58:25+00:00,,,
788,negative,2017-10-17 14:46:26+00:00,,,
789,positive,2017-10-17 13:43:33+00:00,,,
790,positive,2017-10-17 13:20:07+00:00,,,
791,negative,2017-10-17 11:54:43+00:00,,,
792,positive,2017-10-17 11:50:36+00:00,,,
793,positive,2017-10-17 10:35:21+00:00,,,
794,positive,2017-10-17 10:21:08+00:00,,,
795,positive,2017-10-17 09:59:29+00:00,,,
796,negative,2017-10-17 09:19:56+00:00,,,
797,positive,2017-10-17 09:05:55+00:00,,,
798,positive,2017-10-17 07:20:07+00:00,,,
799,positive,2017-10-17 04:08:36+00:00,,,
800,neutral,2017-10-17 02:00:53+00:00,,,
801,neutral,2017-10-16 23:52:14+00:00,,,
802,positive,2017-10-16 22:01:59+00:00,,,
803,positive,2017-10-16 22:00:08+00:00,,,
804,positive,2017-10-16 21:14:17+00:00,,,
805,positive,2017-10-16 20:59:35+00:00,,,
806,positive,2017-10-16 20:48:30+00:00,,,
807,positive,2017-10-16 20:31:33+00:00,,,
808,negative,2017-10-16 20:18:55+00:00,,,
809,negative,2017-10-16 19:32:31+00:00,,,
810,positive,2017-10-16 19:30:07+00:00,,,
811,positive,2017-10-16 19:30:07+00:00,,,
812,positive,2017-10-16 18:48:34+00:00,,,
813,positive,2017-10-16 18:15:09+00:00,,,
814,positive,2017-10-16 17:15:30+00:00,,,
815,neutral,2017-10-16 17:00:17+00:00,,,
816,positive,2017-10-16 16:51:40+00:00,,,
817,neutral,2017-10-16 16:20:35+00:00,,,
818,positive,2017-10-16 15:46:01+00:00,,,
819,positive,2017-10-16 15:35:11+00:00,,,
820,positive,2017-10-16 14:49:56+00:00,,,
821,positive,2017-10-16 14:13:58+00:00,,,
822,positive,2017-10-16 14:13:58+00:00,,,
823,neutral,2017-10-16 12:35:07+00:00,,,
824,positive,2017-10-16 09:16:34+00:00,,,
825,positive,2017-10-16 07:05:42+00:00,,,
826,negative,2017-10-16 04:36:31+00:00,,,
827,positive,2017-10-16 04:22:23+00:00,,,
828,positive,2017-10-15 21:16:45+00:00,,,
829,positive,2017-10-15 16:19:49+00:00,,,
830,positive,2017-10-15 11:03:25+00:00,,,
831,positive,2017-10-14 23:55:37+00:00,,,
832,positive,2017-10-14 21:31:38+00:00,,,
833,positive,2017-10-14 16:26:00+00:00,,,
834,neutral,2017-10-14 15:56:25+00:00,,,
835,negative,2017-10-14 15:33:06+00:00,,,
836,positive,2017-10-14 14:52:40+00:00,,,
837,positive,2017-10-14 14:26:00+00:00,,,
838,positive,2017-10-14 13:13:45+00:00,,,
839,neutral,2017-10-14 11:04:11+00:00,,,
840,positive,2017-10-14 04:06:02+00:00,,,
841,neutral,2017-10-14 00:28:16+00:00,,,
842,positive,2017-10-14 00:14:27+00:00,,,
843,positive,2017-10-13 23:48:45+00:00,,,
844,negative,2017-10-13 22:04:40+00:00,,,
845,positive,2017-10-13 21:57:30+00:00,,,
846,positive,2017-10-13 21:46:40+00:00,,,
847,negative,2017-10-13 21:31:42+00:00,,,
848,neutral,2017-10-13 21:31:07+00:00,,,
849,positive,2017-10-13 19:42:36+00:00,,,
850,positive,2017-10-13 19:20:41+00:00,,,
851,positive,2017-10-13 19:01:30+00:00,,,
852,positive,2017-10-13 18:59:06+00:00,,,
853,positive,2017-10-13 17:34:49+00:00,,,
854,neutral,2017-10-13 17:26:01+00:00,,,
855,positive,2017-10-13 16:57:01+00:00,,,
856,neutral,2017-10-13 15:22:17+00:00,,,
857,positive,2017-10-13 14:14:31+00:00,,,
858,neutral,2017-10-13 14:05:56+00:00,,,
859,positive,2017-10-13 05:32:40+00:00,,,
860,positive,2017-10-13 04:00:41+00:00,,,
861,positive,2017-10-13 04:00:41+00:00,,,
862,positive,2017-10-13 02:46:02+00:00,,,
863,positive,2017-10-13 01:26:54+00:00,,,
864,positive,2017-10-13 00:38:23+00:00,,,
865,positive,2017-10-12 23:47:36+00:00,,,
866,positive,2017-10-12 22:31:03+00:00,,,
867,positive,2017-10-12 22:02:14+00:00,,,
868,neutral,2017-10-12 21:42:03+00:00,,,
869,negative,2017-10-12 20:38:34+00:00,,,
870,positive,2017-10-12 20:00:38+00:00,,,
871,neutral,2017-10-12 19:58:25+00:00,,,
872,positive,2017-10-12 19:40:11+00:00,,,
873,positive,2017-10-12 19:25:21+00:00,,,
874,positive,2017-10-12 19:22:41+00:00,,,
875,positive,2017-10-12 17:15:43+00:00,,,
876,neutral,2017-10-12 17:11:12+00:00,,,
877,positive,2017-10-12 16:50:24+00:00,,,
878,positive,2017-10-12 16:37:25+00:00,,,
879,positive,2017-10-12 16:34:14+00:00,,,
880,positive,2017-10-12 16:06:41+00:00,,,
881,positive,2017-10-12 15:39:40+00:00,,,
882,positive,2017-10-12 15:38:35+00:00,,,
883,positive,2017-10-12 15:29:10+00:00,,,
884,positive,2017-10-12 15:17:04+00:00,,,
885,positive,2017-10-12 14:52:24+00:00,,,
886,negative,2017-10-12 14:21:06+00:00,,,
887,positive,2017-10-12 14:13:06+00:00,,,
888,positive,2017-10-12 13:52:54+00:00,,,
889,positive,2017-10-12 13:17:51+00:00,,,
890,neutral,2017-10-12 11:32:15+00:00,,,
891,positive,2017-10-12 11:13:56+00:00,,,
892,positive,2017-10-12 10:22:06+00:00,,,
893,positive,2017-10-12 07:25:21+00:00,,,
894,positive,2017-10-12 00:44:21+00:00,,,
895,positive,2017-10-11 23:18:21+00:00,,,
896,positive,2017-10-11 20:51:19+00:00,,,
897,positive,2017-10-11 20:12:12+00:00,,,
898,positive,2017-10-11 20:01:55+00:00,,,
899,positive,2017-10-11 19:41:38+00:00,,,
900,neutral,2017-10-11 19:06:04+00:00,,,
901,positive,2017-10-11 18:58:04+00:00,,,
902,positive,2017-10-11 16:50:38+00:00,,,
903,positive,2017-10-11 15:50:30+00:00,,,
904,positive,2017-10-11 15:17:28+00:00,,,
905,positive,2017-10-11 15:04:22+00:00,,,
906,positive,2017-10-11 14:17:14+00:00,,,
907,positive,2017-10-11 14:10:56+00:00,,,
908,positive,2017-10-11 13:14:44+00:00,,,
909,positive,2017-10-11 12:58:35+00:00,,,
910,positive,2017-10-11 12:32:41+00:00,,,
911,positive,2017-10-11 11:27:52+00:00,,,
912,positive,2017-10-11 10:07:20+00:00,,,
913,positive,2017-10-11 09:59:20+00:00,,,
914,positive,2017-10-11 08:49:08+00:00,,,
915,positive,2017-10-11 07:51:21+00:00,,,
916,positive,2017-10-11 06:38:03+00:00,,,
917,positive,2017-10-11 03:33:40+00:00,,,
918,positive,2017-10-10 22:58:27+00:00,,,
919,neutral,2017-10-10 20:03:23+00:00,,,
920,positive,2017-10-10 19:51:16+00:00,,,
921,neutral,2017-10-10 19:04:36+00:00,,,
922,neutral,2017-10-10 18:21:01+00:00,,,
923,positive,2017-10-10 18:14:58+00:00,,,
924,positive,2017-10-10 16:46:07+00:00,,,
925,positive,2017-10-10 16:45:14+00:00,,,
926,positive,2017-10-10 16:16:59+00:00,,,
927,positive,2017-10-10 15:11:24+00:00,,,
928,neutral,2017-10-10 14:12:59+00:00,,,
929,positive,2017-10-10 14:09:35+00:00,,,
930,positive,2017-10-10 14:09:03+00:00,,,
931,positive,2017-10-10 13:38:05+00:00,,,
932,positive,2017-10-10 13:18:24+00:00,,,
933,positive,2017-10-10 12:30:58+00:00,,,
934,positive,2017-10-10 09:25:47+00:00,,,
935,positive,2017-10-10 08:54:08+00:00,,,
936,positive,2017-10-10 03:41:33+00:00,,,
937,positive,2017-10-10 03:25:31+00:00,,,
938,neutral,2017-10-10 02:32:53+00:00,,,
939,positive,2017-10-10 02:26:26+00:00,,,
940,positive,2017-10-10 01:01:38+00:00,,,
941,positive,2017-10-09 21:28:18+00:00,,,
942,negative,2017-10-09 20:08:50+00:00,,,
943,positive,2017-10-09 19:31:53+00:00,,,
944,positive,2017-10-09 19:20:39+00:00,,,
945,positive,2017-10-09 18:46:00+00:00,,,
946,neutral,2017-10-09 17:07:21+00:00,,,
947,neutral,2017-10-09 17:02:09+00:00,,,
948,positive,2017-10-09 16:20:35+00:00,,,
949,positive,2017-10-09 14:47:10+00:00,,,
950,positive,2017-10-09 14:12:08+00:00,,,
951,neutral,2017-10-09 13:18:10+00:00,,,
952,positive,2017-10-09 07:13:24+00:00,,,
953,positive,2017-10-09 07:05:57+00:00,,,
954,positive,2017-10-08 21:27:52+00:00,,,
955,positive,2017-10-08 17:06:02+00:00,,,
956,positive,2017-10-08 16:57:37+00:00,,,
957,neutral,2017-10-08 05:48:44+00:00,,,
958,positive,2017-10-08 04:25:54+00:00,,,
959,negative,2017-10-07 23:46:05+00:00,,,
960,negative,2017-10-07 17:03:30+00:00,,,
961,negative,2017-10-07 16:05:04+00:00,,,
962,positive,2017-10-07 15:32:25+00:00,,,
963,positive,2017-10-07 11:19:08+00:00,,,
964,positive,2017-10-07 04:56:17+00:00,,,
965,positive,2017-10-07 03:56:53+00:00,,,
966,negative,2017-10-07 03:56:53+00:00,,,
967,positive,2017-10-06 19:26:02+00:00,,,
968,neutral,2017-10-06 19:04:09+00:00,,,
969,negative,2017-10-06 18:47:23+00:00,,,
970,positive,2017-10-06 17:03:32+00:00,,,
971,positive,2017-10-06 16:56:49+00:00,,,
972,negative,2017-10-06 16:55:02+00:00,,,
973,neutral,2017-10-06 16:41:09+00:00,,,
974,positive,2017-10-06 15:41:02+00:00,,,
975,positive,2017-10-06 15:03:34+00:00,,,
976,positive,2017-10-06 14:23:18+00:00,,,
977,positive,2017-10-06 14:14:12+00:00,,,
978,positive,2017-10-06 13:44:10+00:00,,,
979,positive,2017-10-06 12:00:13+00:00,,,
980,positive,2017-10-06 11:04:21+00:00,,,
981,positive,2017-10-06 11:00:56+00:00,,,
982,positive,2017-10-06 04:55:39+00:00,,,
983,positive,2017-10-06 04:55:39+00:00,,,
984,positive,2017-10-06 02:48:58+00:00,,,
985,positive,2017-10-05 20:24:39+00:00,,,
986,positive,2017-10-05 19:37:19+00:00,,,
987,positive,2017-10-05 19:20:46+00:00,,,
988,negative,2017-10-05 19:19:04+00:00,,,
989,positive,2017-10-05 19:07:08+00:00,,,
990,negative,2017-10-05 18:40:38+00:00,,,
991,positive,2017-10-05 17:52:29+00:00,,,
992,positive,2017-10-05 17:21:02+00:00,,,
993,positive,2017-10-05 16:54:27+00:00,,,
994,positive,2017-10-05 16:36:24+00:00,,,
995,positive,2017-10-05 14:49:07+00:00,,,
996,neutral,2017-10-05 13:46:43+00:00,,,
997,neutral,2017-10-05 13:08:21+00:00,,,
998,negative,2017-10-05 12:00:56+00:00,,,
999,positive,2017-10-05 11:57:12+00:00,,,
1000,positive,2017-10-05 11:34:23+00:00,,,
1001,negative,2017-10-05 06:49:36+00:00,,,
1002,positive,2017-10-05 03:19:11+00:00,,,
1003,positive,2017-10-05 02:48:37+00:00,,,
1004,positive,2017-10-04 21:27:26+00:00,,,
1005,positive,2017-10-04 21:06:23+00:00,,,
1006,positive,2017-10-04 19:26:30+00:00,,,
1007,negative,2017-10-04 19:25:42+00:00,,,
1008,positive,2017-10-04 16:45:59+00:00,,,
1009,positive,2017-10-04 16:28:27+00:00,,,
1010,negative,2017-10-04 15:38:31+00:00,,,
1011,neutral,2017-10-04 06:01:49+00:00,,,
1012,negative,2017-10-03 22:33:43+00:00,,,
1013,neutral,2017-10-03 22:24:14+00:00,,,
1014,positive,2017-10-03 22:21:24+00:00,,,
1015,negative,2017-10-03 21:04:18+00:00,,,
1016,negative,2017-10-03 20:35:12+00:00,,,
1017,negative,2017-10-03 18:50:02+00:00,,,
1018,positive,2017-10-03 18:44:07+00:00,,,
1019,positive,2017-10-03 18:27:38+00:00,,,
1020,positive,2017-10-03 17:56:46+00:00,,,
1021,positive,2017-10-03 17:43:42+00:00,,,
1022,negative,2017-10-03 17:39:37+00:00,,,
1023,positive,2017-10-03 16:27:47+00:00,,,
1024,positive,2017-10-03 15:40:36+00:00,,,
1025,positive,2017-10-03 15:07:47+00:00,,,
1026,neutral,2017-10-03 15:01:58+00:00,,,
1027,neutral,2017-10-03 14:47:15+00:00,,,
1028,positive,2017-10-03 14:47:15+00:00,,,
1029,positive,2017-10-03 14:40:54+00:00,,,
1030,negative,2017-10-03 14:34:33+00:00,,,
1031,negative,2017-10-03 14:01:48+00:00,,,
1032,positive,2017-10-03 11:26:54+00:00,,,
1033,positive,2017-10-03 09:32:17+00:00,,,
1034,neutral,2017-10-03 09:01:52+00:00,,,
1035,positive,2017-10-03 08:00:48+00:00,,,
1036,positive,2017-10-03 07:14:20+00:00,,,
1037,positive,2017-10-03 01:49:49+00:00,,,
1038,neutral,2017-10-03 01:21:40+00:00,,,
1039,positive,2017-10-03 01:15:20+00:00,,,
1040,positive,2017-10-02 23:44:47+00:00,,,
1041,positive,2017-10-02 23:32:24+00:00,,,
1042,negative,2017-10-02 23:14:46+00:00,,,
1043,negative,2017-10-02 21:56:03+00:00,,,
1044,positive,2017-10-02 20:57:35+00:00,,,
1045,neutral,2017-10-02 20:16:59+00:00,,,
1046,positive,2017-10-02 18:57:49+00:00,,,
1047,neutral,2017-10-02 18:28:05+00:00,,,
1048,positive,2017-10-02 17:58:26+00:00,,,
1049,positive,2017-10-02 17:45:46+00:00,,,
1050,positive,2017-10-02 17:13:34+00:00,,,
1051,positive,2017-10-02 16:58:58+00:00,,,
1052,neutral,2017-10-02 16:42:26+00:00,,,
1053,positive,2017-10-02 16:08:10+00:00,,,
1054,positive,2017-10-02 15:56:29+00:00,,,
1055,neutral,2017-10-02 15:40:35+00:00,,,
1056,negative,2017-10-02 14:55:03+00:00,,,
1057,negative,2017-10-02 14:16:28+00:00,,,
1058,negative,2017-10-02 09:28:41+00:00,,,
1059,positive,2017-10-02 07:56:32+00:00,,,
1060,negative,2017-10-02 07:41:21+00:00,,,
1061,positive,2017-10-02 05:57:20+00:00,,,
1062,neutral,2017-10-02 04:45:59+00:00,,,
1063,positive,2017-10-02 04:28:57+00:00,,,
1064,neutral,2017-10-02 03:48:33+00:00,,,
1065,positive,2017-10-02 02:43:34+00:00,,,
1066,positive,2017-10-02 02:43:34+00:00,,,
1067,positive,2017-10-02 02:42:25+00:00,,,
1068,positive,2017-10-02 01:56:18+00:00,,,
1069,negative,2017-10-01 21:53:08+00:00,,,
1070,negative,2017-10-01 21:02:53+00:00,,,
1071,neutral,2017-10-01 20:33:46+00:00,,,
1072,positive,2017-10-01 18:46:01+00:00,,,
1073,neutral,2017-10-01 16:00:38+00:00,,,
1074,negative,2017-10-01 13:48:08+00:00,,,
1075,positive,2017-10-01 10:14:46+00:00,,,
1076,negative,2017-10-01 08:35:45+00:00,,,
1077,neutral,2017-10-01 06:26:00+00:00,,,
1078,positive,2017-10-01 05:51:28+00:00,,,
1079,negative,2017-10-01 05:32:20+00:00,,,
1080,positive,2017-09-30 22:45:30+00:00,,,
1081,positive,2017-09-30 22:45:26+00:00,,,
1082,negative,2017-09-30 22:45:26+00:00,,,
1083,positive,2017-09-30 19:03:11+00:00,,,
1084,negative,2017-09-30 15:55:29+00:00,,,
1085,negative,2017-09-30 15:39:36+00:00,,,
1086,positive,2017-09-30 15:03:55+00:00,,,
1087,neutral,2017-09-30 11:41:25+00:00,,,
1088,positive,2017-09-30 05:17:08+00:00,,,
1089,positive,2017-09-30 03:23:15+00:00,,,
1090,neutral,2017-09-30 03:15:57+00:00,,,
1091,positive,2017-09-30 03:15:57+00:00,,,
1092,positive,2017-09-30 02:57:40+00:00,,,
1093,positive,2017-09-29 22:08:16+00:00,,,
1094,positive,2017-09-29 22:06:04+00:00,,,
1095,neutral,2017-09-29 20:07:19+00:00,,,
1096,positive,2017-09-29 19:54:06+00:00,,,
1097,positive,2017-09-29 19:19:01+00:00,,,
1098,positive,2017-09-29 18:26:53+00:00,,,
1099,positive,2017-09-29 18:04:20+00:00,,,
1100,negative,2017-09-29 17:56:13+00:00,,,
1101,positive,2017-09-29 16:02:07+00:00,,,
1102,neutral,2017-09-29 15:56:43+00:00,,,
1103,positive,2017-09-29 15:46:27+00:00,,,
1104,positive,2017-09-29 15:26:44+00:00,,,
