,sentiment,time,,,
1639,negative,2017-09-13 10:07:19+00:00,,,
1640,neutral,2017-09-13 09:34:10+00:00,,,
1641,positive,2017-09-13 09:26:05+00:00,,,
1642,neutral,2017-09-13 09:21:49+00:00,,,
1643,negative,2017-09-13 07:17:03+00:00,,,
1644,positive,2017-09-13 03:48:02+00:00,,,
1645,positive,2017-09-13 03:22:16+00:00,,,
1646,positive,2017-09-12 23:12:23+00:00,,,
1647,neutral,2017-09-12 22:21:49+00:00,,,
1648,negative,2017-09-12 21:25:00+00:00,,,
1649,positive,2017-09-12 20:11:17+00:00,,,
1650,positive,2017-09-12 19:22:09+00:00,,,
1651,positive,2017-09-12 19:06:44+00:00,,,
1652,positive,2017-09-12 18:47:43+00:00,,,
1653,positive,2017-09-12 18:30:36+00:00,,,
1654,positive,2017-09-12 18:14:34+00:00,,,
1655,positive,2017-09-12 17:40:08+00:00,,,
1656,positive,2017-09-12 17:39:08+00:00,,,
1657,positive,2017-09-12 17:22:02+00:00,,,
1658,positive,2017-09-12 17:22:02+00:00,,,
1659,positive,2017-09-12 16:26:27+00:00,,,
1660,positive,2017-09-12 12:59:15+00:00,,,
1661,positive,2017-09-12 12:57:57+00:00,,,
1662,positive,2017-09-12 12:42:09+00:00,,,
1663,negative,2017-09-12 10:14:41+00:00,,,
1664,positive,2017-09-12 09:42:21+00:00,,,
1665,positive,2017-09-12 04:22:08+00:00,,,
1666,neutral,2017-09-12 04:20:40+00:00,,,
1667,positive,2017-09-12 01:06:38+00:00,,,
1668,positive,2017-09-11 22:06:18+00:00,,,
1669,positive,2017-09-11 21:46:40+00:00,,,
1670,positive,2017-09-11 21:26:12+00:00,,,
1671,negative,2017-09-11 20:17:33+00:00,,,
1672,positive,2017-09-11 18:07:26+00:00,,,
1673,negative,2017-09-11 17:36:28+00:00,,,
1674,neutral,2017-09-11 17:02:18+00:00,,,
1675,positive,2017-09-11 16:28:02+00:00,,,
1676,neutral,2017-09-11 16:27:38+00:00,,,
1677,neutral,2017-09-11 16:23:33+00:00,,,
1678,positive,2017-09-11 15:42:03+00:00,,,
1679,positive,2017-09-11 15:42:03+00:00,,,
1680,positive,2017-09-11 14:45:10+00:00,,,
1681,positive,2017-09-11 14:12:20+00:00,,,
1682,positive,2017-09-11 00:05:49+00:00,,,
1683,neutral,2017-09-10 23:07:24+00:00,,,
1684,negative,2017-09-10 22:53:15+00:00,,,
1685,neutral,2017-09-10 18:45:50+00:00,,,
1686,positive,2017-09-10 02:45:13+00:00,,,
1687,neutral,2017-09-10 02:12:34+00:00,,,
1688,positive,2017-09-10 00:42:07+00:00,,,
1689,positive,2017-09-09 23:17:11+00:00,,,
1690,positive,2017-09-09 21:42:09+00:00,,,
1691,positive,2017-09-09 19:50:48+00:00,,,
1692,positive,2017-09-09 18:05:32+00:00,,,
1693,neutral,2017-09-09 17:32:31+00:00,,,
1694,positive,2017-09-09 17:32:31+00:00,,,
1695,positive,2017-09-09 17:03:17+00:00,,,
1696,neutral,2017-09-09 08:42:26+00:00,,,
1697,positive,2017-09-09 05:11:42+00:00,,,
1698,positive,2017-09-09 04:25:25+00:00,,,
1699,positive,2017-09-09 04:23:00+00:00,,,
1700,neutral,2017-09-09 04:23:00+00:00,,,
1701,negative,2017-09-08 22:42:43+00:00,,,
1702,neutral,2017-09-08 22:02:27+00:00,,,
1703,negative,2017-09-08 22:02:27+00:00,,,
1704,positive,2017-09-08 21:46:23+00:00,,,
1705,neutral,2017-09-08 21:06:12+00:00,,,
1706,negative,2017-09-08 20:45:57+00:00,,,
1707,positive,2017-09-08 20:26:14+00:00,,,
1708,positive,2017-09-08 19:35:49+00:00,,,
1709,positive,2017-09-08 18:42:09+00:00,,,
1710,positive,2017-09-08 18:06:49+00:00,,,
1711,positive,2017-09-08 17:59:28+00:00,,,
1712,neutral,2017-09-08 17:45:42+00:00,,,
1713,negative,2017-09-08 16:34:23+00:00,,,
1714,negative,2017-09-08 15:25:50+00:00,,,
1715,negative,2017-09-08 14:37:38+00:00,,,
1716,positive,2017-09-08 13:57:51+00:00,,,
1717,negative,2017-09-08 10:16:30+00:00,,,
1718,positive,2017-09-08 09:46:08+00:00,,,
1719,positive,2017-09-08 09:28:08+00:00,,,
1720,positive,2017-09-08 08:20:57+00:00,,,
1721,positive,2017-09-08 06:59:17+00:00,,,
1722,positive,2017-09-08 04:36:57+00:00,,,
1723,positive,2017-09-08 03:15:43+00:00,,,
1724,positive,2017-09-08 02:59:15+00:00,,,
1725,neutral,2017-09-07 21:47:39+00:00,,,
1726,positive,2017-09-07 21:26:09+00:00,,,
1727,positive,2017-09-07 21:11:46+00:00,,,
1728,positive,2017-09-07 21:07:16+00:00,,,
1729,negative,2017-09-07 20:29:11+00:00,,,
1730,positive,2017-09-07 19:41:29+00:00,,,
1731,positive,2017-09-07 18:34:13+00:00,,,
1732,positive,2017-09-07 18:15:13+00:00,,,
1733,positive,2017-09-07 17:01:00+00:00,,,
1734,positive,2017-09-07 16:52:35+00:00,,,
1735,positive,2017-09-07 16:37:34+00:00,,,
1736,positive,2017-09-07 16:10:58+00:00,,,
1737,negative,2017-09-07 15:45:19+00:00,,,
1738,negative,2017-09-07 15:09:28+00:00,,,
1739,positive,2017-09-07 14:08:19+00:00,,,
1740,positive,2017-09-07 13:51:13+00:00,,,
1741,positive,2017-09-07 13:11:00+00:00,,,
1742,negative,2017-09-07 12:01:17+00:00,,,
1743,positive,2017-09-07 10:43:39+00:00,,,
1744,positive,2017-09-07 09:04:21+00:00,,,
1745,positive,2017-09-07 07:46:41+00:00,,,
1746,positive,2017-09-07 07:26:38+00:00,,,
1747,neutral,2017-09-07 06:56:33+00:00,,,
1748,positive,2017-09-07 03:13:48+00:00,,,
1749,positive,2017-09-07 02:48:47+00:00,,,
1750,negative,2017-09-06 23:10:04+00:00,,,
1751,positive,2017-09-06 22:06:06+00:00,,,
1752,positive,2017-09-06 21:17:54+00:00,,,
1753,positive,2017-09-06 21:02:09+00:00,,,
1754,positive,2017-09-06 20:03:41+00:00,,,
1755,positive,2017-09-06 19:34:36+00:00,,,
1756,positive,2017-09-06 19:09:35+00:00,,,
1757,positive,2017-09-06 17:48:01+00:00,,,
1758,negative,2017-09-06 17:19:38+00:00,,,
1759,negative,2017-09-06 17:04:14+00:00,,,
1760,neutral,2017-09-06 16:55:37+00:00,,,
1761,positive,2017-09-06 16:53:43+00:00,,,
1762,neutral,2017-09-06 16:46:22+00:00,,,
1763,positive,2017-09-06 16:42:08+00:00,,,
1764,neutral,2017-09-06 16:32:37+00:00,,,
1765,negative,2017-09-06 16:24:47+00:00,,,
1766,positive,2017-09-06 16:23:22+00:00,,,
1767,negative,2017-09-06 16:08:40+00:00,,,
1768,neutral,2017-09-06 16:06:03+00:00,,,
1769,positive,2017-09-06 15:52:15+00:00,,,
1770,positive,2017-09-06 15:20:35+00:00,,,
1771,positive,2017-09-06 14:56:21+00:00,,,
1772,positive,2017-09-06 14:49:05+00:00,,,
1773,neutral,2017-09-06 14:38:35+00:00,,,
1774,neutral,2017-09-06 14:32:12+00:00,,,
1775,positive,2017-09-06 07:44:01+00:00,,,
1776,positive,2017-09-06 06:22:40+00:00,,,
1777,positive,2017-09-06 05:22:08+00:00,,,
1778,positive,2017-09-06 04:42:18+00:00,,,
1779,positive,2017-09-06 03:42:07+00:00,,,
1780,positive,2017-09-05 22:22:17+00:00,,,
1781,positive,2017-09-05 21:41:00+00:00,,,
1782,positive,2017-09-05 21:15:15+00:00,,,
1783,neutral,2017-09-05 20:23:30+00:00,,,
1784,positive,2017-09-05 20:16:33+00:00,,,
1785,neutral,2017-09-05 19:43:44+00:00,,,
1786,positive,2017-09-05 19:30:12+00:00,,,
1787,positive,2017-09-05 18:46:15+00:00,,,
1788,positive,2017-09-05 17:45:52+00:00,,,
1789,positive,2017-09-05 17:43:56+00:00,,,
1790,negative,2017-09-05 17:08:29+00:00,,,
1791,positive,2017-09-05 16:47:09+00:00,,,
1792,positive,2017-09-05 16:45:43+00:00,,,
1793,positive,2017-09-05 16:41:56+00:00,,,
1794,positive,2017-09-05 16:23:41+00:00,,,
1795,positive,2017-09-05 16:16:19+00:00,,,
1796,positive,2017-09-05 16:02:08+00:00,,,
1797,positive,2017-09-05 15:21:13+00:00,,,
1798,negative,2017-09-05 14:06:21+00:00,,,
1799,positive,2017-09-05 13:50:17+00:00,,,
1800,negative,2017-09-05 13:46:39+00:00,,,
1801,positive,2017-09-05 11:17:55+00:00,,,
1802,positive,2017-09-05 08:06:53+00:00,,,
1803,positive,2017-09-05 06:22:20+00:00,,,
1804,positive,2017-09-05 02:38:06+00:00,,,
1805,negative,2017-09-04 21:44:50+00:00,,,
1806,negative,2017-09-04 21:00:08+00:00,,,
1807,positive,2017-09-04 19:49:32+00:00,,,
1808,positive,2017-09-04 19:10:09+00:00,,,
1809,negative,2017-09-04 17:20:00+00:00,,,
1810,positive,2017-09-04 15:44:05+00:00,,,
1811,positive,2017-09-04 14:22:29+00:00,,,
1812,positive,2017-09-04 12:05:39+00:00,,,
1813,positive,2017-09-04 10:47:46+00:00,,,
1814,positive,2017-09-04 08:25:34+00:00,,,
1815,positive,2017-09-04 07:04:37+00:00,,,
1816,positive,2017-09-04 05:21:30+00:00,,,
1817,positive,2017-09-04 04:46:34+00:00,,,
1818,positive,2017-09-04 03:49:51+00:00,,,
1819,negative,2017-09-04 03:07:50+00:00,,,
1820,positive,2017-09-04 02:48:22+00:00,,,
1821,positive,2017-09-04 02:40:36+00:00,,,
1822,positive,2017-09-04 02:33:36+00:00,,,
1823,positive,2017-09-03 16:08:14+00:00,,,
1824,positive,2017-09-03 16:00:57+00:00,,,
1825,positive,2017-09-03 16:00:57+00:00,,,
1826,negative,2017-09-03 05:37:31+00:00,,,
1827,positive,2017-09-03 01:46:51+00:00,,,
1828,positive,2017-09-02 17:43:42+00:00,,,
1829,positive,2017-09-02 16:31:25+00:00,,,
1830,negative,2017-09-02 15:18:56+00:00,,,
1831,neutral,2017-09-02 13:11:01+00:00,,,
1832,positive,2017-09-02 12:13:06+00:00,,,
1833,negative,2017-09-02 11:45:12+00:00,,,
1834,positive,2017-09-02 11:31:10+00:00,,,
1835,negative,2017-09-02 08:43:45+00:00,,,
1836,positive,2017-09-02 06:21:59+00:00,,,
1837,neutral,2017-09-02 04:06:12+00:00,,,
1838,neutral,2017-09-02 03:48:13+00:00,,,
1839,positive,2017-09-01 22:15:20+00:00,,,
1840,negative,2017-09-01 21:26:13+00:00,,,
1841,positive,2017-09-01 20:21:27+00:00,,,
1842,positive,2017-09-01 19:43:15+00:00,,,
1843,positive,2017-09-01 19:34:56+00:00,,,
1844,neutral,2017-09-01 19:15:05+00:00,,,
1845,positive,2017-09-01 19:11:38+00:00,,,
1846,positive,2017-09-01 18:26:37+00:00,,,
1847,positive,2017-09-01 17:18:29+00:00,,,
1848,positive,2017-09-01 16:47:56+00:00,,,
1849,positive,2017-09-01 16:45:50+00:00,,,
1850,positive,2017-09-01 16:32:07+00:00,,,
1851,positive,2017-09-01 16:18:40+00:00,,,
1852,positive,2017-09-01 16:11:33+00:00,,,
1853,positive,2017-09-01 16:09:40+00:00,,,
1854,neutral,2017-09-01 15:19:05+00:00,,,
1855,neutral,2017-09-01 15:01:27+00:00,,,
1856,positive,2017-09-01 14:36:57+00:00,,,
1857,positive,2017-09-01 14:24:39+00:00,,,
1858,positive,2017-09-01 06:53:59+00:00,,,
1859,negative,2017-09-01 06:50:00+00:00,,,
1860,negative,2017-09-01 06:42:43+00:00,,,
1861,neutral,2017-09-01 04:29:19+00:00,,,
1862,positive,2017-09-01 03:52:24+00:00,,,
1863,positive,2017-09-01 03:05:47+00:00,,,
1864,positive,2017-09-01 01:21:33+00:00,,,
1865,negative,2017-09-01 00:14:04+00:00,,,
1866,negative,2017-08-31 23:52:57+00:00,,,
1867,neutral,2017-08-31 21:46:07+00:00,,,
1868,positive,2017-08-31 21:40:04+00:00,,,
1869,positive,2017-08-31 21:40:04+00:00,,,
1870,positive,2017-08-31 21:23:20+00:00,,,
1871,positive,2017-08-31 20:45:20+00:00,,,
1872,positive,2017-08-31 19:11:15+00:00,,,
1873,negative,2017-08-31 18:56:46+00:00,,,
1874,positive,2017-08-31 18:43:44+00:00,,,
1875,positive,2017-08-31 18:00:12+00:00,,,
1876,negative,2017-08-31 16:03:05+00:00,,,
1877,positive,2017-08-31 15:34:56+00:00,,,
1878,positive,2017-08-31 15:22:26+00:00,,,
1879,positive,2017-08-31 14:51:01+00:00,,,
1880,positive,2017-08-31 14:15:43+00:00,,,
1881,positive,2017-08-31 13:05:45+00:00,,,
1882,positive,2017-08-31 12:38:08+00:00,,,
1883,positive,2017-08-31 12:12:46+00:00,,,
1884,negative,2017-08-31 06:28:41+00:00,,,
1885,positive,2017-08-31 04:38:53+00:00,,,
1886,positive,2017-08-31 03:54:46+00:00,,,
1887,neutral,2017-08-31 03:44:02+00:00,,,
1888,positive,2017-08-31 02:26:53+00:00,,,
1889,negative,2017-08-31 01:01:41+00:00,,,
1890,negative,2017-08-30 23:30:38+00:00,,,
1891,negative,2017-08-30 22:59:29+00:00,,,
1892,positive,2017-08-30 21:42:28+00:00,,,
1893,positive,2017-08-30 21:42:06+00:00,,,
1894,negative,2017-08-30 20:35:14+00:00,,,
1895,positive,2017-08-30 20:23:32+00:00,,,
1896,positive,2017-08-30 20:16:20+00:00,,,
1897,positive,2017-08-30 19:37:11+00:00,,,
1898,neutral,2017-08-30 19:36:23+00:00,,,
1899,positive,2017-08-30 19:00:04+00:00,,,
1900,positive,2017-08-30 18:55:41+00:00,,,
1901,positive,2017-08-30 18:55:25+00:00,,,
1902,positive,2017-08-30 18:50:53+00:00,,,
1903,positive,2017-08-30 17:26:29+00:00,,,
1904,positive,2017-08-30 17:09:57+00:00,,,
1905,positive,2017-08-30 16:42:30+00:00,,,
1906,neutral,2017-08-30 14:43:26+00:00,,,
1907,positive,2017-08-30 14:33:37+00:00,,,
1908,neutral,2017-08-30 14:30:24+00:00,,,
1909,negative,2017-08-30 14:23:47+00:00,,,
1910,neutral,2017-08-30 14:01:37+00:00,,,
1911,negative,2017-08-30 13:06:45+00:00,,,
1912,positive,2017-08-30 11:19:15+00:00,,,
1913,negative,2017-08-30 11:12:42+00:00,,,
1914,neutral,2017-08-30 10:45:37+00:00,,,
1915,negative,2017-08-30 10:23:46+00:00,,,
1916,positive,2017-08-30 10:23:05+00:00,,,
1917,positive,2017-08-30 09:53:11+00:00,,,
1918,positive,2017-08-30 08:06:13+00:00,,,
1919,positive,2017-08-30 06:07:34+00:00,,,
1920,positive,2017-08-30 05:51:17+00:00,,,
1921,neutral,2017-08-30 04:51:14+00:00,,,
1922,neutral,2017-08-30 04:49:14+00:00,,,
1923,negative,2017-08-30 04:30:36+00:00,,,
1924,positive,2017-08-30 04:09:35+00:00,,,
1925,negative,2017-08-30 03:26:00+00:00,,,
1926,positive,2017-08-30 01:38:43+00:00,,,
1927,positive,2017-08-30 00:30:55+00:00,,,
1928,positive,2017-08-29 23:38:56+00:00,,,
1929,negative,2017-08-29 22:06:21+00:00,,,
1930,neutral,2017-08-29 22:00:09+00:00,,,
1931,negative,2017-08-29 21:13:19+00:00,,,
1932,negative,2017-08-29 20:56:08+00:00,,,
1933,neutral,2017-08-29 20:26:57+00:00,,,
1934,negative,2017-08-29 20:13:19+00:00,,,
1935,negative,2017-08-29 20:04:19+00:00,,,
1936,negative,2017-08-29 19:16:34+00:00,,,
1937,negative,2017-08-29 19:15:17+00:00,,,
1938,positive,2017-08-29 18:46:42+00:00,,,
1939,positive,2017-08-29 18:38:12+00:00,,,
1940,positive,2017-08-29 18:38:03+00:00,,,
1941,neutral,2017-08-29 18:22:20+00:00,,,
1942,positive,2017-08-29 17:51:48+00:00,,,
1943,positive,2017-08-29 17:35:07+00:00,,,
1944,positive,2017-08-29 17:10:17+00:00,,,
1945,negative,2017-08-29 17:04:09+00:00,,,
1946,negative,2017-08-29 16:51:14+00:00,,,
1947,negative,2017-08-29 16:35:36+00:00,,,
1948,positive,2017-08-29 16:30:08+00:00,,,
1949,negative,2017-08-29 16:19:23+00:00,,,
1950,positive,2017-08-29 16:06:13+00:00,,,
1951,negative,2017-08-29 16:05:13+00:00,,,
1952,negative,2017-08-29 15:57:54+00:00,,,
1953,negative,2017-08-29 14:59:28+00:00,,,
1954,neutral,2017-08-29 14:17:43+00:00,,,
1955,neutral,2017-08-29 14:09:45+00:00,,,
1956,negative,2017-08-29 13:14:32+00:00,,,
1957,negative,2017-08-28 22:07:07+00:00,,,
1958,positive,2017-08-28 21:56:28+00:00,,,
1959,positive,2017-08-28 21:31:49+00:00,,,
1960,positive,2017-08-28 21:06:42+00:00,,,
1961,positive,2017-08-28 20:53:23+00:00,,,
1962,negative,2017-08-28 20:50:23+00:00,,,
1963,neutral,2017-08-28 19:10:10+00:00,,,
1964,neutral,2017-08-28 18:16:43+00:00,,,
1965,positive,2017-08-28 17:55:22+00:00,,,
1966,positive,2017-08-28 17:27:17+00:00,,,
1967,negative,2017-08-28 16:41:13+00:00,,,
1968,positive,2017-08-28 16:18:23+00:00,,,
1969,positive,2017-08-28 14:51:36+00:00,,,
1970,positive,2017-08-28 11:48:51+00:00,,,
1971,negative,2017-08-28 11:22:33+00:00,,,
1972,neutral,2017-08-28 10:33:45+00:00,,,
1973,neutral,2017-08-28 03:14:41+00:00,,,
1974,positive,2017-08-27 23:50:03+00:00,,,
1975,negative,2017-08-27 20:40:02+00:00,,,
1976,positive,2017-08-27 18:54:32+00:00,,,
1977,positive,2017-08-27 16:40:46+00:00,,,
1978,positive,2017-08-27 06:42:04+00:00,,,
1979,positive,2017-08-27 03:22:40+00:00,,,
1980,neutral,2017-08-27 01:13:09+00:00,,,
1981,positive,2017-08-26 22:55:24+00:00,,,
1982,positive,2017-08-26 22:17:07+00:00,,,
1983,positive,2017-08-26 21:51:00+00:00,,,
1984,positive,2017-08-26 21:49:33+00:00,,,
1985,negative,2017-08-26 21:42:08+00:00,,,
1986,positive,2017-08-26 16:16:25+00:00,,,
1987,positive,2017-08-26 13:14:57+00:00,,,
1988,positive,2017-08-26 11:07:38+00:00,,,
1989,positive,2017-08-26 09:51:55+00:00,,,
1990,neutral,2017-08-26 06:03:37+00:00,,,
1991,positive,2017-08-26 05:44:45+00:00,,,
1992,positive,2017-08-26 05:44:45+00:00,,,
1993,positive,2017-08-26 03:40:41+00:00,,,
1994,positive,2017-08-25 22:06:36+00:00,,,
1995,positive,2017-08-25 21:09:37+00:00,,,
1996,positive,2017-08-25 21:09:01+00:00,,,
1997,negative,2017-08-25 19:25:59+00:00,,,
1998,neutral,2017-08-25 19:23:49+00:00,,,
1999,positive,2017-08-25 18:41:57+00:00,,,
2000,positive,2017-08-25 16:43:01+00:00,,,
2001,neutral,2017-08-25 16:22:10+00:00,,,
2002,neutral,2017-08-25 15:43:36+00:00,,,
2003,positive,2017-08-25 13:45:02+00:00,,,
2004,positive,2017-08-25 13:15:03+00:00,,,
2005,positive,2017-08-25 09:15:36+00:00,,,
2006,positive,2017-08-25 07:48:26+00:00,,,
2007,positive,2017-08-25 01:22:25+00:00,,,
2008,positive,2017-08-24 23:20:41+00:00,,,
2009,positive,2017-08-24 20:51:13+00:00,,,
2010,positive,2017-08-24 20:16:23+00:00,,,
2011,neutral,2017-08-24 20:08:15+00:00,,,
2012,positive,2017-08-24 19:30:14+00:00,,,
2013,positive,2017-08-24 19:26:48+00:00,,,
2014,neutral,2017-08-24 18:38:01+00:00,,,
2015,positive,2017-08-24 17:52:42+00:00,,,
2016,neutral,2017-08-24 16:43:55+00:00,,,
2017,positive,2017-08-24 15:04:25+00:00,,,
2018,positive,2017-08-24 13:30:23+00:00,,,
2019,positive,2017-08-24 12:58:40+00:00,,,
2020,negative,2017-08-24 12:01:02+00:00,,,
2021,positive,2017-08-24 09:31:11+00:00,,,
2022,positive,2017-08-24 09:22:45+00:00,,,
2023,positive,2017-08-24 08:52:20+00:00,,,
2024,positive,2017-08-24 07:56:14+00:00,,,
2025,positive,2017-08-24 05:23:54+00:00,,,
2026,positive,2017-08-24 04:03:44+00:00,,,
2027,positive,2017-08-24 03:22:55+00:00,,,
2028,positive,2017-08-23 22:33:44+00:00,,,
2029,positive,2017-08-23 22:06:07+00:00,,,
2030,neutral,2017-08-23 21:26:39+00:00,,,
2031,positive,2017-08-23 21:22:12+00:00,,,
2032,neutral,2017-08-23 20:39:23+00:00,,,
2033,positive,2017-08-23 20:26:09+00:00,,,
2034,positive,2017-08-23 19:18:10+00:00,,,
2035,positive,2017-08-23 18:43:44+00:00,,,
2036,positive,2017-08-23 17:09:52+00:00,,,
2037,positive,2017-08-23 16:52:58+00:00,,,
2038,positive,2017-08-23 15:58:30+00:00,,,
2039,positive,2017-08-23 14:44:12+00:00,,,
2040,positive,2017-08-23 14:13:37+00:00,,,
2041,negative,2017-08-23 13:42:00+00:00,,,
2042,positive,2017-08-23 13:21:32+00:00,,,
2043,positive,2017-08-23 05:06:03+00:00,,,
2044,positive,2017-08-23 04:25:37+00:00,,,
2045,positive,2017-08-23 01:43:26+00:00,,,
2046,positive,2017-08-23 01:34:27+00:00,,,
2047,positive,2017-08-22 21:53:42+00:00,,,
2048,positive,2017-08-22 20:58:07+00:00,,,
2049,positive,2017-08-22 20:42:10+00:00,,,
2050,neutral,2017-08-22 20:21:57+00:00,,,
2051,neutral,2017-08-22 19:53:51+00:00,,,
2052,positive,2017-08-22 18:12:38+00:00,,,
2053,positive,2017-08-22 17:18:36+00:00,,,
2054,positive,2017-08-22 16:49:41+00:00,,,
2055,positive,2017-08-22 16:45:58+00:00,,,
2056,positive,2017-08-22 16:33:42+00:00,,,
2057,positive,2017-08-22 16:15:04+00:00,,,
2058,positive,2017-08-22 16:03:17+00:00,,,
2059,positive,2017-08-22 15:52:56+00:00,,,
2060,positive,2017-08-22 15:26:05+00:00,,,
2061,positive,2017-08-22 15:12:16+00:00,,,
2062,positive,2017-08-22 14:44:01+00:00,,,
2063,positive,2017-08-22 13:46:01+00:00,,,
2064,positive,2017-08-22 13:19:21+00:00,,,
2065,positive,2017-08-22 12:23:56+00:00,,,
2066,positive,2017-08-22 07:08:06+00:00,,,
2067,positive,2017-08-22 05:13:45+00:00,,,
2068,positive,2017-08-22 03:12:37+00:00,,,
2069,positive,2017-08-22 02:46:25+00:00,,,
2070,negative,2017-08-22 00:15:12+00:00,,,
2071,positive,2017-08-21 21:04:06+00:00,,,
2072,negative,2017-08-21 21:02:16+00:00,,,
2073,negative,2017-08-21 19:52:21+00:00,,,
2074,positive,2017-08-21 19:31:16+00:00,,,
2075,positive,2017-08-21 19:21:14+00:00,,,
2076,neutral,2017-08-21 19:20:41+00:00,,,
2077,positive,2017-08-21 17:36:29+00:00,,,
2078,positive,2017-08-21 17:27:46+00:00,,,
2079,positive,2017-08-21 17:17:50+00:00,,,
2080,negative,2017-08-21 16:56:55+00:00,,,
2081,negative,2017-08-21 16:32:50+00:00,,,
2082,positive,2017-08-21 15:56:12+00:00,,,
2083,positive,2017-08-21 15:27:55+00:00,,,
2084,positive,2017-08-21 15:20:32+00:00,,,
2085,positive,2017-08-21 15:06:15+00:00,,,
2086,negative,2017-08-21 14:54:54+00:00,,,
2087,positive,2017-08-21 14:42:16+00:00,,,
2088,positive,2017-08-21 14:39:01+00:00,,,
2089,negative,2017-08-21 14:31:15+00:00,,,
2090,neutral,2017-08-21 14:30:56+00:00,,,
2091,negative,2017-08-21 14:16:23+00:00,,,
2092,negative,2017-08-21 14:09:43+00:00,,,
2093,neutral,2017-08-21 13:58:47+00:00,,,
2094,negative,2017-08-21 13:52:00+00:00,,,
2095,positive,2017-08-21 13:41:17+00:00,,,
2096,positive,2017-08-21 13:41:09+00:00,,,
2097,positive,2017-08-21 13:24:46+00:00,,,
2098,positive,2017-08-21 13:09:35+00:00,,,
2099,positive,2017-08-21 13:08:04+00:00,,,
2100,positive,2017-08-21 12:58:02+00:00,,,
2101,negative,2017-08-21 12:50:09+00:00,,,
2102,neutral,2017-08-21 12:46:14+00:00,,,
2103,neutral,2017-08-21 12:27:23+00:00,,,
2104,neutral,2017-08-21 12:24:40+00:00,,,
2105,positive,2017-08-21 08:45:01+00:00,,,
2106,positive,2017-08-21 07:15:21+00:00,,,
2107,positive,2017-08-21 03:02:02+00:00,,,
2108,negative,2017-08-21 03:02:02+00:00,,,
2109,positive,2017-08-21 02:07:06+00:00,,,
2110,negative,2017-08-21 01:54:58+00:00,,,
2111,positive,2017-08-20 16:46:09+00:00,,,
2112,negative,2017-08-20 12:43:01+00:00,,,
2113,positive,2017-08-19 22:13:55+00:00,,,
2114,positive,2017-08-19 22:13:55+00:00,,,
2115,negative,2017-08-19 22:13:55+00:00,,,
2116,positive,2017-08-19 18:43:01+00:00,,,
2117,positive,2017-08-19 17:46:02+00:00,,,
2118,positive,2017-08-19 16:03:57+00:00,,,
2119,positive,2017-08-19 14:04:08+00:00,,,
2120,positive,2017-08-19 10:02:01+00:00,,,
2121,positive,2017-08-19 07:36:29+00:00,,,
2122,positive,2017-08-19 07:36:29+00:00,,,
2123,positive,2017-08-19 07:34:06+00:00,,,
2124,negative,2017-08-19 01:35:48+00:00,,,
2125,negative,2017-08-19 00:28:31+00:00,,,
2126,neutral,2017-08-18 21:42:03+00:00,,,
2127,negative,2017-08-18 21:20:31+00:00,,,
2128,negative,2017-08-18 20:40:34+00:00,,,
2129,negative,2017-08-18 20:34:14+00:00,,,
2130,negative,2017-08-18 20:23:46+00:00,,,
2131,neutral,2017-08-18 20:04:31+00:00,,,
2132,positive,2017-08-18 19:55:41+00:00,,,
2133,negative,2017-08-18 19:47:13+00:00,,,
2134,negative,2017-08-18 19:44:09+00:00,,,
2135,positive,2017-08-18 19:24:37+00:00,,,
2136,neutral,2017-08-18 19:19:34+00:00,,,
2137,negative,2017-08-18 18:55:15+00:00,,,
2138,negative,2017-08-18 18:50:45+00:00,,,
2139,positive,2017-08-18 18:18:20+00:00,,,
2140,negative,2017-08-18 17:45:09+00:00,,,
2141,negative,2017-08-18 17:33:00+00:00,,,
2142,neutral,2017-08-18 17:22:57+00:00,,,
2143,neutral,2017-08-18 17:11:55+00:00,,,
2144,positive,2017-08-18 17:11:21+00:00,,,
2145,neutral,2017-08-18 16:29:48+00:00,,,
2146,negative,2017-08-18 16:19:16+00:00,,,
2147,neutral,2017-08-18 16:06:04+00:00,,,
2148,positive,2017-08-18 14:34:42+00:00,,,
2149,negative,2017-08-18 13:37:39+00:00,,,
2150,negative,2017-08-18 12:11:10+00:00,,,
2151,negative,2017-08-18 11:44:17+00:00,,,
2152,neutral,2017-08-18 10:40:01+00:00,,,
2153,positive,2017-08-18 10:36:54+00:00,,,
2154,negative,2017-08-18 07:11:48+00:00,,,
2155,positive,2017-08-18 06:35:52+00:00,,,
2156,positive,2017-08-18 05:45:58+00:00,,,
2157,negative,2017-08-18 05:45:58+00:00,,,
2158,positive,2017-08-18 05:39:32+00:00,,,
2159,positive,2017-08-18 05:38:07+00:00,,,
2160,positive,2017-08-18 04:06:04+00:00,,,
2161,positive,2017-08-18 03:42:05+00:00,,,
2162,positive,2017-08-18 00:54:02+00:00,,,
2163,positive,2017-08-17 21:45:57+00:00,,,
2164,positive,2017-08-17 20:29:30+00:00,,,
2165,positive,2017-08-17 19:02:05+00:00,,,
2166,positive,2017-08-17 18:54:36+00:00,,,
2167,positive,2017-08-17 18:54:36+00:00,,,
2168,negative,2017-08-17 17:40:27+00:00,,,
2169,neutral,2017-08-17 17:36:33+00:00,,,
2170,positive,2017-08-17 16:45:10+00:00,,,
2171,positive,2017-08-17 16:15:34+00:00,,,
2172,negative,2017-08-17 15:47:43+00:00,,,
2173,positive,2017-08-17 15:43:49+00:00,,,
