Date,Open,High,Low,Close,Adj Close,Volume,DJI,GSPC,IXIC
2017/5/22,152.100006,152.839996,151.600006,152.639999,149.549332,3302100,20894.83008,2394.02002,6133.620117
2017/5/23,152.570007,153.679993,151.919998,152.029999,148.951691,2564500,20937.91016,2398.419922,6138.709961
2017/5/24,152.210007,152.759995,151.229996,152.509995,149.421967,3732400,21012.41992,2404.389893,6163.02002
2017/5/25,153.25,153.729996,152.949997,153.199997,150.097992,2582700,21082.94922,2415.070068,6205.259766
2017/5/26,152.850006,153,152.059998,152.490005,149.40239,2443300,21080.2793,2415.820068,6210.189941
2017/5/30,151.949997,152.669998,151.589996,151.729996,148.657761,3666000,21029.4707,2412.909912,6203.189941
2017/5/31,152.029999,152.800003,151.649994,152.630005,149.539551,3543400,21008.65039,2411.800049,6198.52002
2017/6/1,152.800003,152.869995,151.630005,152.669998,149.57872,2918100,21144.17969,2430.060059,6246.830078
2017/6/2,153.070007,153.199997,151.800003,152.050003,148.971283,3585700,21206.28906,2439.070068,6305.799805
2017/6/5,151.820007,152.929993,151.679993,152.410004,149.324005,3975100,21184.03906,2436.100098,6295.680176
2017/6/6,152,152.889999,152,152.369995,149.284805,3797200,21136.23047,2429.330078,6275.060059
2017/6/7,153.050003,154.199997,150.800003,150.979996,147.922943,4865700,21173.68945,2433.139893,6297.379883
2017/6/8,151,152.820007,150.919998,152.100006,149.020279,3709000,21182.5293,2433.790039,6321.759766
2017/6/9,152,154.259995,151.880005,154.100006,150.979782,4361500,21271.9707,2431.77002,6207.919922
2017/6/12,154.190002,157.199997,154.020004,155.179993,152.037903,6471500,21235.66992,2429.389893,6175.459961
2017/6/13,155.440002,155.479996,154.149994,154.25,151.12674,3523500,21328.4707,2440.350098,6220.370117
2017/6/14,153.970001,154.940002,152.940002,153.809998,150.695633,3049100,21374.56055,2437.919922,6194.890137
2017/6/15,153.289993,154.690002,153.289993,154.220001,151.097336,4654300,21359.90039,2432.459961,6165.5
2017/6/16,154.229996,155.419998,152.970001,155.380005,152.233871,6742000,21384.2793,2433.149902,6151.759766
2017/6/19,155.509995,155.860001,154.539993,154.839996,151.704788,4629500,21528.99023,2453.459961,6239.009766
2017/6/20,154.479996,155.389999,154.25,154.949997,151.812561,4481700,21467.14063,2437.030029,6188.029785
2017/6/21,155.789993,155.789993,153.389999,153.789993,150.676041,3959700,21410.0293,2435.610107,6233.950195
2017/6/22,154.550003,154.990005,153.690002,154.399994,151.273697,2376500,21397.28906,2434.5,6236.689941
2017/6/23,154.339996,154.679993,153.800003,154.110001,150.989578,3282200,21394.75977,2438.300049,6265.25
2017/6/26,154.710007,155.75,154.630005,155.229996,152.086884,2153500,21409.55078,2439.070068,6247.149902
2017/6/27,155,155.339996,154.5,154.75,151.616608,2386500,21310.66016,2419.379883,6146.620117
2017/6/28,155.149994,155.550003,154.779999,155.320007,152.175079,2221000,21454.60938,2440.689941,6234.410156
2017/6/29,155.350006,155.740005,153.619995,154.130005,151.009171,3262200,21287.0293,2419.699951,6144.350098
2017/6/30,154.279999,154.5,153.139999,153.830002,150.715256,3571500,21349.63086,2423.409912,6140.419922
2017/7/3,153.580002,156.029999,153.520004,155.580002,152.42981,2822500,21479.26953,2429.01001,6110.060059
2017/7/5,155.770004,155.889999,153.630005,153.669998,150.558472,3564400,21478.16992,2432.540039,6150.859863
2017/7/6,153.360001,153.830002,152.229996,152.360001,149.275009,2757500,21320.03906,2409.75,6089.459961
2017/7/7,152.619995,153.490005,152.139999,152.940002,149.843262,2460100,21414.33984,2425.179932,6153.080078
2017/7/10,152.910004,153.889999,152.630005,153.419998,150.313553,3206200,21408.51953,2427.429932,6176.390137
2017/7/11,153.259995,153.649994,152.050003,153.190002,150.088196,3447500,21409.07031,2425.530029,6193.299805
2017/7/12,153.479996,154.240005,153.050003,153.699997,150.587875,3097900,21532.14063,2443.25,6261.169922
2017/7/13,153.699997,154.190002,153.190002,153.630005,150.519302,2476100,21553.08984,2447.830078,6274.439941
2017/7/14,154.009995,154.619995,153.399994,154.240005,151.116943,3256400,21637.74023,2459.27002,6312.470215
